Table with column headers in rows 2 through 3.,,,,,,,,,,,,,,,
State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,State Name of Geography A,County Name of Geography A,State/U.S. Island Area/Foreign Region of Geography B,County Name of Geography B,Flow from Geography B to Geography A,,Counterflow from Geography A to Geography B1,,Net Migration from Geography B to Geography A1,,Gross Migration between Geography A and Geography B1,
,,,,,,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
049,005,039,035,Utah,Cache County,Ohio,Cuyahoga County,8,14,161,227,-153,227,169,227
049,005,039,049,Utah,Cache County,Ohio,Franklin County,0,27,12,20,-12,20,12,20
049,005,039,113,Utah,Cache County,Ohio,Montgomery County,3,5,23,39,-20,39,26,40
049,005,039,117,Utah,Cache County,Ohio,Morrow County,54,81,0,24,54,81,54,81
049,005,040,109,Utah,Cache County,Oklahoma,Oklahoma County,65,60,0,22,65,60,65,60
049,005,041,003,Utah,Cache County,Oregon,Benton County,0,27,26,38,-26,38,26,38
049,005,041,015,Utah,Cache County,Oregon,Curry County,0,27,19,30,-19,30,19,30
049,005,041,029,Utah,Cache County,Oregon,Jackson County,0,27,11,16,-11,16,11,16
049,005,041,035,Utah,Cache County,Oregon,Klamath County,11,17,0,28,11,17,11,17
049,005,041,039,Utah,Cache County,Oregon,Lane County,9,16,0,28,9,16,9,16
049,005,041,041,Utah,Cache County,Oregon,Lincoln County,9,16,0,25,9,16,9,16
049,005,041,045,Utah,Cache County,Oregon,Malheur County,0,27,5,9,-5,9,5,9
049,005,041,051,Utah,Cache County,Oregon,Multnomah County,1,2,39,60,-38,60,40,60
049,005,041,061,Utah,Cache County,Oregon,Union County,0,27,17,24,-17,24,17,24
049,005,041,067,Utah,Cache County,Oregon,Washington County,27,26,107,89,-80,94,134,91
049,005,042,007,Utah,Cache County,Pennsylvania,Beaver County,0,27,48,92,-48,92,48,92
049,005,042,011,Utah,Cache County,Pennsylvania,Berks County,8,12,0,24,8,12,8,12
049,005,042,027,Utah,Cache County,Pennsylvania,Centre County,3,7,0,24,3,7,3,7
049,005,042,031,Utah,Cache County,Pennsylvania,Clarion County,12,15,0,22,12,15,12,15
049,005,042,071,Utah,Cache County,Pennsylvania,Lancaster County,9,14,0,24,9,14,9,14
049,005,042,091,Utah,Cache County,Pennsylvania,Montgomery County,0,27,23,35,-23,35,23,35
049,005,042,101,Utah,Cache County,Pennsylvania,Philadelphia County,16,25,0,24,16,25,16,25
049,005,042,133,Utah,Cache County,Pennsylvania,York County,0,27,5,9,-5,9,5,9
049,005,045,007,Utah,Cache County,South Carolina,Anderson County,27,42,0,29,27,42,27,42
049,005,045,015,Utah,Cache County,South Carolina,Berkeley County,0,27,26,40,-26,40,26,40
049,005,045,021,Utah,Cache County,South Carolina,Cherokee County,0,27,23,37,-23,37,23,37
049,005,046,013,Utah,Cache County,South Dakota,Brown County,0,27,54,90,-54,90,54,90
049,005,046,029,Utah,Cache County,South Dakota,Codington County,0,27,18,28,-18,28,18,28
049,005,046,047,Utah,Cache County,South Dakota,Fall River County,6,9,0,13,6,9,6,9
049,005,046,103,Utah,Cache County,South Dakota,Pennington County,13,17,0,22,13,17,13,17
049,005,047,057,Utah,Cache County,Tennessee,Grainger County,0,27,16,25,-16,25,16,25
049,005,047,105,Utah,Cache County,Tennessee,Loudon County,0,27,13,25,-13,25,13,25
049,005,047,119,Utah,Cache County,Tennessee,Maury County,0,27,9,17,-9,17,9,17
049,005,048,007,Utah,Cache County,Texas,Aransas County,0,27,105,127,-105,127,105,127
049,005,048,027,Utah,Cache County,Texas,Bell County,11,18,15,25,-4,31,26,31
049,005,048,029,Utah,Cache County,Texas,Bexar County,35,52,37,34,-2,61,72,64
049,005,048,071,Utah,Cache County,Texas,Chambers County,0,27,28,44,-28,44,28,44
049,005,048,097,Utah,Cache County,Texas,Cooke County,0,27,11,16,-11,16,11,16
049,005,048,113,Utah,Cache County,Texas,Dallas County,52,55,69,86,-17,102,121,102
049,005,048,121,Utah,Cache County,Texas,Denton County,15,18,0,31,15,18,15,18
049,005,048,141,Utah,Cache County,Texas,El Paso County,0,27,18,28,-18,28,18,28
049,005,048,167,Utah,Cache County,Texas,Galveston County,0,27,91,132,-91,132,91,132
049,005,048,201,Utah,Cache County,Texas,Harris County,23,29,8,11,15,32,31,30
049,005,048,215,Utah,Cache County,Texas,Hidalgo County,37,36,38,55,-1,66,75,65
049,005,048,303,Utah,Cache County,Texas,Lubbock County,12,14,0,31,12,14,12,14
049,005,048,361,Utah,Cache County,Texas,Orange County,17,20,0,31,17,20,17,20
049,005,048,367,Utah,Cache County,Texas,Parker County,0,27,15,24,-15,24,15,24
049,005,048,439,Utah,Cache County,Texas,Tarrant County,13,21,0,31,13,21,13,21
049,005,048,441,Utah,Cache County,Texas,Taylor County,0,27,9,14,-9,14,9,14
049,005,048,491,Utah,Cache County,Texas,Williamson County,1,2,0,31,1,2,1,2
049,005,049,001,Utah,Cache County,Utah,Beaver County,9,18,0,16,9,18,9,18
049,005,049,003,Utah,Cache County,Utah,Box Elder County,487,209,567,193,-80,269,"1,054",300
049,005,049,007,Utah,Cache County,Utah,Carbon County,35,31,9,14,26,39,44,29
049,005,049,011,Utah,Cache County,Utah,Davis County,977,310,968,303,9,436,"1,945",431
049,005,049,013,Utah,Cache County,Utah,Duchesne County,40,51,0,21,40,51,40,51
049,005,049,015,Utah,Cache County,Utah,Emery County,38,58,20,30,18,67,58,64
049,005,049,019,Utah,Cache County,Utah,Grand County,56,90,0,16,56,90,56,90
049,005,049,021,Utah,Cache County,Utah,Iron County,133,77,48,66,85,98,181,104
049,005,049,029,Utah,Cache County,Utah,Morgan County,45,44,59,47,-14,58,104,70
049,005,049,033,Utah,Cache County,Utah,Rich County,0,27,6,7,-6,7,6,7
049,005,049,035,Utah,Cache County,Utah,Salt Lake County,977,205,"1,367",331,-390,394,"2,344",385
049,005,049,037,Utah,Cache County,Utah,San Juan County,0,27,7,11,-7,11,7,11
049,005,049,039,Utah,Cache County,Utah,Sanpete County,303,132,78,85,225,153,381,161
049,005,049,041,Utah,Cache County,Utah,Sevier County,0,27,46,43,-46,43,46,43
049,005,049,043,Utah,Cache County,Utah,Summit County,44,43,17,25,27,51,61,48
049,005,049,045,Utah,Cache County,Utah,Tooele County,173,113,79,59,94,108,252,145
049,005,049,047,Utah,Cache County,Utah,Uintah County,5,10,40,41,-35,42,45,43
049,005,049,049,Utah,Cache County,Utah,Utah County,621,208,823,311,-202,367,"1,444",381
049,005,049,051,Utah,Cache County,Utah,Wasatch County,39,32,4,8,35,33,43,33
049,005,049,053,Utah,Cache County,Utah,Washington County,465,233,499,373,-34,451,964,429
049,005,049,057,Utah,Cache County,Utah,Weber County,399,137,423,199,-24,243,822,239
049,005,051,013,Utah,Cache County,Virginia,Arlington County,10,16,0,28,10,16,10,16
049,005,051,047,Utah,Cache County,Virginia,Culpeper County,13,19,0,25,13,19,13,19
049,005,051,059,Utah,Cache County,Virginia,Fairfax County,22,33,20,23,2,40,42,40
049,005,051,107,Utah,Cache County,Virginia,Loudoun County,11,15,0,28,11,15,11,15
049,005,051,149,Utah,Cache County,Virginia,Prince George County,12,20,0,25,12,20,12,20
049,005,051,153,Utah,Cache County,Virginia,Prince William County,6,10,0,28,6,10,6,10
049,005,051,177,Utah,Cache County,Virginia,Spotsylvania County,51,71,0,28,51,71,51,71
049,005,051,510,Utah,Cache County,Virginia,Alexandria city,0,27,6,10,-6,10,6,10
049,005,051,660,Utah,Cache County,Virginia,Harrisonburg city,7,17,0,28,7,17,7,17
049,005,051,680,Utah,Cache County,Virginia,Lynchburg city,8,13,0,28,8,13,8,13
049,005,051,760,Utah,Cache County,Virginia,Richmond city,29,29,0,28,29,29,29,29
049,005,051,770,Utah,Cache County,Virginia,Roanoke city,7,13,0,28,7,13,7,13
049,005,051,800,Utah,Cache County,Virginia,Suffolk city,1,2,0,28,1,2,1,2
049,005,053,009,Utah,Cache County,Washington,Clallam County,5,9,9,15,-4,18,14,17
049,005,053,011,Utah,Cache County,Washington,Clark County,45,49,50,65,-5,68,95,94
049,005,053,025,Utah,Cache County,Washington,Grant County,25,30,0,28,25,30,25,30
049,005,053,027,Utah,Cache County,Washington,Grays Harbor County,0,27,12,21,-12,21,12,21
049,005,053,033,Utah,Cache County,Washington,King County,30,40,17,19,13,42,47,45
049,005,053,053,Utah,Cache County,Washington,Pierce County,45,61,55,68,-10,75,100,106
049,005,053,061,Utah,Cache County,Washington,Snohomish County,42,41,34,64,8,78,76,73
049,005,053,063,Utah,Cache County,Washington,Spokane County,16,20,100,111,-84,113,116,112
049,005,053,067,Utah,Cache County,Washington,Thurston County,0,27,17,28,-17,28,17,28
049,005,053,077,Utah,Cache County,Washington,Yakima County,0,27,27,46,-27,46,27,46
049,005,054,061,Utah,Cache County,West Virginia,Monongalia County,0,27,8,13,-8,13,8,13
049,005,055,007,Utah,Cache County,Wisconsin,Bayfield County,0,27,7,8,-7,8,7,8
049,005,055,009,Utah,Cache County,Wisconsin,Brown County,0,27,3,5,-3,5,3,5
049,005,055,073,Utah,Cache County,Wisconsin,Marathon County,15,21,0,20,15,21,15,21
049,005,055,079,Utah,Cache County,Wisconsin,Milwaukee County,13,21,0,20,13,21,13,21
049,005,055,087,Utah,Cache County,Wisconsin,Outagamie County,25,27,0,20,25,27,25,27
049,005,055,133,Utah,Cache County,Wisconsin,Waukesha County,12,19,0,20,12,19,12,19
049,005,056,001,Utah,Cache County,Wyoming,Albany County,91,68,0,25,91,68,91,68
049,005,056,005,Utah,Cache County,Wyoming,Campbell County,0,27,5,8,-5,8,5,8
049,005,056,013,Utah,Cache County,Wyoming,Fremont County,5,9,0,25,5,9,5,9
049,005,056,023,Utah,Cache County,Wyoming,Lincoln County,31,28,28,33,3,40,59,47
049,005,056,035,Utah,Cache County,Wyoming,Sublette County,51,80,0,19,51,80,51,80
049,005,056,037,Utah,Cache County,Wyoming,Sweetwater County,74,126,0,25,74,126,74,126
049,005,056,039,Utah,Cache County,Wyoming,Teton County,5,11,0,22,5,11,5,11
049,005,AFR,,Utah,Cache County,Africa,-,43,32,,,,,,
049,005,ASI,,Utah,Cache County,Asia,-,400,148,,,,,,
049,005,CAM,,Utah,Cache County,Central America,-,169,118,,,,,,
049,005,EUR,,Utah,Cache County,Europe,-,229,121,,,,,,
049,005,NAM,,Utah,Cache County,Northern America,-,38,31,,,,,,
049,005,OCE,,Utah,Cache County,Oceania and At Sea,-,18,16,,,,,,
049,005,SAM,,Utah,Cache County,South America,-,239,112,,,,,,
049,007,002,282,Utah,Carbon County,Alaska,Yakutat City and Borough,3,8,0,9,3,8,3,8
049,007,004,013,Utah,Carbon County,Arizona,Maricopa County,39,50,0,29,39,50,39,50
049,007,004,015,Utah,Carbon County,Arizona,Mohave County,12,17,0,29,12,17,12,17
049,007,004,019,Utah,Carbon County,Arizona,Pima County,46,71,0,29,46,71,46,71
049,007,004,021,Utah,Carbon County,Arizona,Pinal County,7,14,0,29,7,14,7,14
049,007,006,007,Utah,Carbon County,California,Butte County,13,20,10,16,3,24,23,27
049,007,006,017,Utah,Carbon County,California,El Dorado County,3,8,0,29,3,8,3,8
049,007,006,065,Utah,Carbon County,California,Riverside County,0,21,10,15,-10,15,10,15
049,007,006,067,Utah,Carbon County,California,Sacramento County,3,8,0,29,3,8,3,8
049,007,006,073,Utah,Carbon County,California,San Diego County,6,11,0,29,6,11,6,11
049,007,006,095,Utah,Carbon County,California,Solano County,0,21,9,14,-9,14,9,14
049,007,008,014,Utah,Carbon County,Colorado,Broomfield County,0,21,25,39,-25,39,25,39
049,007,008,029,Utah,Carbon County,Colorado,Delta County,0,21,6,11,-6,11,6,11
049,007,008,083,Utah,Carbon County,Colorado,Montezuma County,22,34,0,22,22,34,22,34
049,007,008,107,Utah,Carbon County,Colorado,Routt County,0,21,10,15,-10,15,10,15
049,007,013,179,Utah,Carbon County,Georgia,Liberty County,0,21,21,33,-21,33,21,33
049,007,016,065,Utah,Carbon County,Idaho,Madison County,33,50,0,25,33,50,33,50
049,007,017,117,Utah,Carbon County,Illinois,Macoupin County,7,10,0,23,7,10,7,10
049,007,024,017,Utah,Carbon County,Maryland,Charles County,19,34,0,28,19,34,19,34
049,007,026,147,Utah,Carbon County,Michigan,St. Clair County,5,12,0,23,5,12,5,12
049,007,027,171,Utah,Carbon County,Minnesota,Wright County,9,14,0,20,9,14,9,14
049,007,028,005,Utah,Carbon County,Mississippi,Amite County,42,64,0,20,42,64,42,64
049,007,029,077,Utah,Carbon County,Missouri,Greene County,16,26,0,26,16,26,16,26
049,007,030,041,Utah,Carbon County,Montana,Hill County,0,21,4,8,-4,8,4,8
049,007,031,109,Utah,Carbon County,Nebraska,Lancaster County,0,21,11,16,-11,16,11,16
049,007,034,035,Utah,Carbon County,New Jersey,Somerset County,0,21,6,9,-6,9,6,9
049,007,034,039,Utah,Carbon County,New Jersey,Union County,0,21,10,17,-10,17,10,17
049,007,036,089,Utah,Carbon County,New York,St. Lawrence County,0,21,118,155,-118,155,118,155
049,007,036,097,Utah,Carbon County,New York,Schuyler County,3,8,3,5,0,9,6,8
049,007,036,121,Utah,Carbon County,New York,Wyoming County,11,16,0,24,11,16,11,16
049,007,040,013,Utah,Carbon County,Oklahoma,Bryan County,42,55,0,20,42,55,42,55
049,007,041,011,Utah,Carbon County,Oregon,Coos County,0,21,36,44,-36,44,36,44
049,007,041,015,Utah,Carbon County,Oregon,Curry County,14,23,0,22,14,23,14,23
049,007,041,035,Utah,Carbon County,Oregon,Klamath County,0,21,101,128,-101,128,101,128
049,007,041,059,Utah,Carbon County,Oregon,Umatilla County,9,15,0,28,9,15,9,15
049,007,042,071,Utah,Carbon County,Pennsylvania,Lancaster County,2,5,0,24,2,5,2,5
049,007,044,007,Utah,Carbon County,Rhode Island,Providence County,0,21,14,22,-14,22,14,22
049,007,047,125,Utah,Carbon County,Tennessee,Montgomery County,16,27,0,29,16,27,16,27
049,007,048,371,Utah,Carbon County,Texas,Pecos County,0,21,18,27,-18,27,18,27
049,007,048,457,Utah,Carbon County,Texas,Tyler County,25,40,0,25,25,40,25,40
049,007,049,001,Utah,Carbon County,Utah,Beaver County,8,12,4,14,4,18,12,18
049,007,049,003,Utah,Carbon County,Utah,Box Elder County,26,29,0,27,26,29,26,29
049,007,049,005,Utah,Carbon County,Utah,Cache County,9,14,35,31,-26,39,44,29
049,007,049,011,Utah,Carbon County,Utah,Davis County,15,19,22,37,-7,35,37,48
049,007,049,013,Utah,Carbon County,Utah,Duchesne County,27,30,30,31,-3,44,57,43
049,007,049,015,Utah,Carbon County,Utah,Emery County,266,141,80,45,186,142,346,154
049,007,049,017,Utah,Carbon County,Utah,Garfield County,0,21,6,9,-6,9,6,9
049,007,049,019,Utah,Carbon County,Utah,Grand County,10,16,0,16,10,16,10,16
049,007,049,021,Utah,Carbon County,Utah,Iron County,24,28,60,90,-36,94,84,94
049,007,049,023,Utah,Carbon County,Utah,Juab County,35,52,0,18,35,52,35,52
049,007,049,035,Utah,Carbon County,Utah,Salt Lake County,178,100,121,77,57,134,299,118
049,007,049,037,Utah,Carbon County,Utah,San Juan County,0,21,6,12,-6,12,6,12
049,007,049,039,Utah,Carbon County,Utah,Sanpete County,0,21,13,19,-13,19,13,19
049,007,049,041,Utah,Carbon County,Utah,Sevier County,5,8,0,21,5,8,5,8
049,007,049,043,Utah,Carbon County,Utah,Summit County,0,21,62,77,-62,77,62,77
049,007,049,045,Utah,Carbon County,Utah,Tooele County,14,21,0,27,14,21,14,21
049,007,049,047,Utah,Carbon County,Utah,Uintah County,171,157,36,45,135,161,207,166
049,007,049,049,Utah,Carbon County,Utah,Utah County,130,93,348,177,-218,202,478,197
049,007,049,051,Utah,Carbon County,Utah,Wasatch County,0,21,5,7,-5,7,5,7
049,007,049,053,Utah,Carbon County,Utah,Washington County,79,71,0,27,79,71,79,71
049,007,049,057,Utah,Carbon County,Utah,Weber County,27,25,0,27,27,25,27,25
049,007,051,047,Utah,Carbon County,Virginia,Culpeper County,4,8,0,25,4,8,4,8
049,007,051,059,Utah,Carbon County,Virginia,Fairfax County,8,12,0,28,8,12,8,12
049,007,051,660,Utah,Carbon County,Virginia,Harrisonburg city,2,6,0,28,2,6,2,6
049,007,053,053,Utah,Carbon County,Washington,Pierce County,4,8,0,28,4,8,4,8
049,007,056,037,Utah,Carbon County,Wyoming,Sweetwater County,20,23,9,14,11,27,29,27
049,007,ASI,,Utah,Carbon County,Asia,-,6,12,,,,,,
049,007,CAM,,Utah,Carbon County,Central America,-,8,13,,,,,,
049,007,EUR,,Utah,Carbon County,Europe,-,2,5,,,,,,
049,007,OCE,,Utah,Carbon County,Oceania and At Sea,-,4,6,,,,,,
049,007,SAM,,Utah,Carbon County,South America,-,2,5,,,,,,
049,009,016,039,Utah,Daggett County,Idaho,Elmore County,3,6,0,22,3,6,3,6
049,009,049,011,Utah,Daggett County,Utah,Davis County,5,12,0,27,5,12,5,12
049,009,049,017,Utah,Daggett County,Utah,Garfield County,6,14,5,9,1,17,11,16
049,009,049,035,Utah,Daggett County,Utah,Salt Lake County,24,47,0,27,24,47,24,47
049,009,049,041,Utah,Daggett County,Utah,Sevier County,0,11,7,13,-7,13,7,13
049,009,049,053,Utah,Daggett County,Utah,Washington County,2,6,0,27,2,6,2,6
049,009,049,057,Utah,Daggett County,Utah,Weber County,6,12,42,51,-36,53,48,53
049,009,NAM,,Utah,Daggett County,Northern America,-,3,5,,,,,,
049,011,001,001,Utah,Davis County,Alabama,Autauga County,26,36,0,27,26,36,26,36
049,011,001,073,Utah,Davis County,Alabama,Jefferson County,0,27,65,65,-65,65,65,65
049,011,001,077,Utah,Davis County,Alabama,Lauderdale County,0,27,18,30,-18,30,18,30
049,011,001,089,Utah,Davis County,Alabama,Madison County,0,27,19,26,-19,26,19,26
049,011,001,097,Utah,Davis County,Alabama,Mobile County,0,27,49,80,-49,80,49,80
049,011,001,101,Utah,Davis County,Alabama,Montgomery County,0,27,52,87,-52,87,52,87
049,011,001,103,Utah,Davis County,Alabama,Morgan County,0,27,11,18,-11,18,11,18
049,011,002,016,Utah,Davis County,Alaska,Aleutians West Census Area,0,27,5,6,-5,6,5,6
049,011,002,020,Utah,Davis County,Alaska,Anchorage Municipality,146,119,84,97,62,153,230,153
049,011,002,090,Utah,Davis County,Alaska,Fairbanks North Star Borough,13,19,105,160,-92,161,118,161
049,011,002,170,Utah,Davis County,Alaska,Matanuska-Susitna Borough,23,44,28,28,-5,42,51,60
049,011,004,001,Utah,Davis County,Arizona,Apache County,11,17,0,29,11,17,11,17
049,011,004,003,Utah,Davis County,Arizona,Cochise County,0,27,75,132,-75,132,75,132
049,011,004,005,Utah,Davis County,Arizona,Coconino County,0,27,28,37,-28,37,28,37
049,011,004,013,Utah,Davis County,Arizona,Maricopa County,172,98,749,355,-577,372,921,365
049,011,004,015,Utah,Davis County,Arizona,Mohave County,0,27,61,91,-61,91,61,91
049,011,004,019,Utah,Davis County,Arizona,Pima County,12,18,0,29,12,18,12,18
049,011,004,021,Utah,Davis County,Arizona,Pinal County,31,46,0,29,31,46,31,46
049,011,005,051,Utah,Davis County,Arkansas,Garland County,17,29,0,27,17,29,17,29
049,011,006,001,Utah,Davis County,California,Alameda County,76,92,8,12,68,92,84,92
049,011,006,005,Utah,Davis County,California,Amador County,0,27,20,32,-20,32,20,32
049,011,006,015,Utah,Davis County,California,Del Norte County,9,20,0,23,9,20,9,20
049,011,006,029,Utah,Davis County,California,Kern County,27,40,0,29,27,40,27,40
049,011,006,035,Utah,Davis County,California,Lassen County,0,27,16,28,-16,28,16,28
049,011,006,037,Utah,Davis County,California,Los Angeles County,686,451,101,58,585,451,787,459
049,011,006,053,Utah,Davis County,California,Monterey County,32,50,0,29,32,50,32,50
049,011,006,059,Utah,Davis County,California,Orange County,184,164,0,29,184,164,184,164
049,011,006,061,Utah,Davis County,California,Placer County,0,27,32,51,-32,51,32,51
049,011,006,065,Utah,Davis County,California,Riverside County,217,166,78,103,139,196,295,194
049,011,006,067,Utah,Davis County,California,Sacramento County,126,120,45,44,81,128,171,129
049,011,006,071,Utah,Davis County,California,San Bernardino County,54,61,0,29,54,61,54,61
049,011,006,073,Utah,Davis County,California,San Diego County,185,120,351,258,-166,262,536,306
049,011,006,075,Utah,Davis County,California,San Francisco County,0,27,59,69,-59,69,59,69
049,011,006,077,Utah,Davis County,California,San Joaquin County,0,27,13,16,-13,16,13,16
049,011,006,081,Utah,Davis County,California,San Mateo County,55,79,0,29,55,79,55,79
049,011,006,083,Utah,Davis County,California,Santa Barbara County,20,33,26,29,-6,52,46,33
049,011,006,085,Utah,Davis County,California,Santa Clara County,36,68,87,75,-51,118,123,81
049,011,006,093,Utah,Davis County,California,Siskiyou County,0,27,15,18,-15,18,15,18
049,011,006,095,Utah,Davis County,California,Solano County,7,13,0,29,7,13,7,13
049,011,006,097,Utah,Davis County,California,Sonoma County,11,17,51,65,-40,67,62,67
049,011,006,099,Utah,Davis County,California,Stanislaus County,0,27,8,12,-8,12,8,12
049,011,006,111,Utah,Davis County,California,Ventura County,52,51,0,29,52,51,52,51
049,011,006,115,Utah,Davis County,California,Yuba County,25,40,0,29,25,40,25,40
049,011,008,001,Utah,Davis County,Colorado,Adams County,0,27,11,17,-11,17,11,17
049,011,008,005,Utah,Davis County,Colorado,Arapahoe County,125,118,0,28,125,118,125,118
049,011,008,014,Utah,Davis County,Colorado,Broomfield County,0,27,4,7,-4,7,4,7
049,011,008,031,Utah,Davis County,Colorado,Denver County,16,25,7,10,9,27,23,26
049,011,008,035,Utah,Davis County,Colorado,Douglas County,0,27,8,13,-8,13,8,13
049,011,008,041,Utah,Davis County,Colorado,El Paso County,82,68,49,54,33,87,131,87
049,011,008,059,Utah,Davis County,Colorado,Jefferson County,0,27,21,30,-21,30,21,30
049,011,008,069,Utah,Davis County,Colorado,Larimer County,46,48,10,15,36,51,56,49
049,011,008,077,Utah,Davis County,Colorado,Mesa County,20,29,58,90,-38,95,78,94
049,011,008,081,Utah,Davis County,Colorado,Moffat County,18,28,0,19,18,28,18,28
049,011,008,083,Utah,Davis County,Colorado,Montezuma County,0,27,19,30,-19,30,19,30
049,011,009,001,Utah,Davis County,Connecticut,Fairfield County,29,46,0,28,29,46,29,46
049,011,010,001,Utah,Davis County,Delaware,Kent County,11,17,0,27,11,17,11,17
049,011,010,005,Utah,Davis County,Delaware,Sussex County,50,80,0,27,50,80,50,80
049,011,011,001,Utah,Davis County,District of Columbia,District of Columbia,0,27,70,85,-70,85,70,85
049,011,012,005,Utah,Davis County,Florida,Bay County,9,16,6,8,3,18,15,18
049,011,012,011,Utah,Davis County,Florida,Broward County,29,46,44,69,-15,67,73,97
049,011,012,017,Utah,Davis County,Florida,Citrus County,9,21,0,31,9,21,9,21
049,011,012,031,Utah,Davis County,Florida,Duval County,3,7,31,49,-28,50,34,50
049,011,012,057,Utah,Davis County,Florida,Hillsborough County,0,27,11,17,-11,17,11,17
049,011,012,061,Utah,Davis County,Florida,Indian River County,0,27,72,121,-72,121,72,121
049,011,012,081,Utah,Davis County,Florida,Manatee County,0,27,15,25,-15,25,15,25
049,011,012,089,Utah,Davis County,Florida,Nassau County,0,27,111,166,-111,166,111,166
049,011,012,091,Utah,Davis County,Florida,Okaloosa County,53,96,38,46,15,96,91,117
049,011,012,095,Utah,Davis County,Florida,Orange County,0,27,22,33,-22,33,22,33
